1961	2388
1962,1963	2389
1964,1965	2390,2391
1966	2392
1967	2393,2395
1968	2396,2397
1969	2398
1970	2399
1971	2400
1972	2401,2403
1973	2404
1974	2405
1975	2406
1976	2407,2408
1977	2409,2410
1978	2411
1979	2412
1980	2413
1981	2414
1982	2415
1983	2416,2417
1984	2418
1985	2419
1986	2420
1987	2421
1988	2422,2423
1989	2424,2427
1990	2428
1991	2429,2430
1992	2431,2435
1993	2436
1994	2437
1995	2438
-1	2439
1996	2440
1997	2441
1998,1999	2442,2444
2000	-1
-1	2445
-1	2446
2001,2002	2447
2003	2448,2449
2004	2450
2005	2451
2006	2452,2453
2007	2454,2455
2008	2456
2009	2457
2010,2011	2458
2012	2459,2460
2013	2461
2014	2462
2015	2463
2016	2464
2017	2465,2466
2018	2467,2468
2019	2469,2471
2020	2472
2021	2473
2022	2474
2023	2475
2024	2476,2479
2025	2480,2481
2026	2482
2027	2483
2028	2484
2029	2485,2486
2030,2031	2487
2032	2488
2033	2489
2034	2490
2035	2491
2036	2492,2493
2037	2494,2495
2038	2496
2039	2497,2498
2040	2499
2041	2500
2042	2501
2043	2502,2503
2044	2504
2045	2505
2046,2047	2506,2508
2048	2509
2049	2510
2050	2511,2513
2051	2514,2515
2052	2516,2517
2053,2054	2518
2055	-1
-1	2519
2056	2520
2057	-1
-1	2521
-1	2522
-1	2523
-1	2524
2058,2059	2525,2526
2060	2527
2061	-1
2062	2528
-1	2529
2063	2530
2064	-1
2065	-1
2066	2531
2067	2532
2068	2533
2069	2534
2070	-1
2071	-1
-1	2535
-1	2536
2072	2537
2073	2538
2074	2539
2075	2540,2541
2076	2542
-1	2543
2077	2544,2545
2078	2546
2079	2547
2080	2548
2081	2549
2082	2550
2083	2551,2552
2084,2086	2553,2554
2087	2555
2088	2556,2559
2089	2560
2090	2561,2562
2091	2563
2092,2093	2564,2565
2094	2566
2095	2567
2096	2568
2097	2569,2570
2098	2571
2099	2572
2100	2573
-1	2574
2101,2102	2575
2103	2576
2104	2577
2105	2578
2106	2579
2107	2580
2108	2581,2582
2109	2583,2584
2110	2585
2111	2586
2112	2587
2113	2588
2114	2589
2115	2590,2595
2116	-1
2117	-1
2118,2119	2596
2120	2597
2121	2598
2122	2599
2123	2600,2601
2124	2602,2603
2125	2604,2606
2126	2607,2608
2127	2609
2128	2610
-1	2611
2129	2612,2613
2130	2614,2616
2131	2617,2618
2132	2619
2133	2620,2621
2134	2622,2625
2135,2137	2626,2627
2138	2628,2629
2139	2630,2631
2140	2632,2634
2141	2635
2142	2636,2637
2143	2638
2144	2639
-1	2640
2145	2641
2146	2642,2643
2147	2644,2646
2148	2647,2652
2149,2150	2653
2151	2654,2656
2152	2657
2153,2154	2658,2659
2155	2660
2156	2661,2663
2157	2664,2666
2158	2667
2159,2160	2668,2670
2161	2671
2162	2672
2163	2673,2674
2164	2675
2165	-1
-1	2676
2166	2677
2167	2678
-1	2679
2168	2680
2169	2681
2170	2682
2171	2683,2685
2172	2686
2173,2174	2687,2690
2175,2176	2691,2692
2177	2693,2694
2178	2695
2179	2696
2180	2697
-1	2698
2181	2699,2700
2182	2701,2702
2183	2703,2704
2184	2705,2707
2185	2708,2709
2186	2710,2713
2187	2714
-1	2715
2188	2716
2189,2190	2717,2720
2191	2721
2192	2722
2193,2195	2723,2726
2196	2727
2197	2728
2198	2729
2199	2730
2200	2731
-1	2732
2201	2733,2737
2202	-1
-1	2738
-1	2739
-1	2740
-1	2741
2203	2742,2746
2204	2747
2205	2748,2751
2206	2752,2753
2207	2754
2208	2755
2209	2756,2757
2210	2758
2211	2759
2212	2760
2213	2761,2762
2214	2763
2215	2764
2216	2765,2768
2217	2769,2770
2218	2771,2772
2219	2773
2220	2774
2221	2775
2222	2776,2777
2223	2778,2779
2224,2226	2780,2783
2227	2784
2228	2785,2786
2229	2787,2788
2230,2231	2789,2790
2232	2791,2793
2233	2794
2234	2795
2235	2796
2236	2797,2798
2237	-1
2238	-1
2239	-1
-1	2799
-1	2800
-1	2801
-1	2802
2240	2803,2804
2241	2805
2242	2806
2243	2807
2244,2245	2808,2809
2246	2810
2247,2248	2811,2813
2249	2814,2815
2250	2816
2251	2817
2252	2818
2253	2819
2254	2820,2821
2255	2822,2823
2256	2824,2825
2257	2826
2258	2827
2259	2828
2260	-1
2261	-1
-1	2829
-1	2830
2262	2831
-1	2832
2263	2833
-1	2834
-1	2835
2264,2265	2836,2849
2266	2850,2854
2267	2855,2856
2268	2857,2861
2269,2271	2862,2865
2272	2866
2273	2867
-1	2868
2274	2869
2275	2870,2872
2276	2873,2874
2277	2875,2876
2278	2877
-1	2878
2279	2879
2280	2880,2882
-1	2883
2281	2884,2885
2282	2886,2888
-1	2889
2283	2890
2284	2891,2892
2285	2893,2894
2286	2895,2896
-1	2897
2287	2898
2288	2899,2901
2289	2902,2904
-1	2905
2290	2906
2291	2907
2292	2908,2910
2293	2911,2913
2294	2914,2915
2295	2916,2919
2296	2920
2297	2921
2298	-1
